,name,Website,Type,Size,address3,city,state,zip,Public/Private,For-Profit/NFP,Primarily_Associates?
181,Baltimore International College,www.bic.edu,"4-year, primarily associate's, Private not-for-profit",499.0,"17 Commerce Street, Commerce Exchange",Baltimore,Maryland,21202-3230,Private,NFP,Yes
182,Bangor Theological Seminary,www.BTS.edu,"4-year, Private not-for-profit",132.0,Two College Circle,Bangor,Maine,04402-0411,Private,NFP,No
183,Bank Street College of Education,www.bankstreet.edu,"4-year, Private not-for-profit",1126.0,610 W 112 St,New York,New York,10025,Private,NFP,No
184,Baptist Bible College and Graduate School,www.gobbc.edu,"4-year, Private not-for-profit",571.0,628 E Kearney,Springfield,Missouri,65803-3498,Private,NFP,No
185,Baptist Bible College and Seminary,www.bbc.edu,"4-year, Private not-for-profit",910.0,538 Venard Rd,Clarks Summit,Pennsylvania,18411,Private,NFP,No
186,Baptist Memorial College of Health Sciences,www.bchs.edu,"4-year, Private not-for-profit",929.0,1003 Monroe Ave,Memphis,Tennessee,38104,Private,NFP,No
187,Baptist Missionary Association Theological Seminary,www.bmats.edu,"4-year, Private not-for-profit",140.0,1530 E Pine St,Jacksonville,Texas,75766-5407,Private,NFP,No
188,Baptist Theological Seminary at Richmond,www.btsr.edu,"4-year, Private not-for-profit",120.0,3400 Brook Road,Richmond,Virginia,23227-4536,Private,NFP,No
189,Baptist University of the Americas,www.bua.edu,"4-year, Private not-for-profit",175.0,8019 Pan Am Expwy,San Antonio,Texas,78224-1336,Private,NFP,No
190,Barclay College,www.barclaycollege.edu,"4-year, Private not-for-profit",137.0,607 N Kingman,Haviland,Kansas,67059-0288,Private,NFP,No
191,Bard College,www.bard.edu,"4-year, Private not-for-profit",2158.0,Annandale-On-Hudson,,New York,12504-5000,Private,NFP,No
192,Bard College at Simon's Rock,www.simons-rock.edu,"4-year, primarily associate's, Private not-for-profit",436.0,84 Alford Rd,Great Barrington,Massachusetts,01230-9702,Private,NFP,Yes
193,Barnard College,www.barnard.edu,"4-year, Private not-for-profit",2359.0,3009 Broadway,New York,New York,10027-6598,Private,NFP,No
194,Barnes-Jewish College Goldfarb School of Nursing,www.barnesjewishcollege.edu,"4-year, Private not-for-profit",673.0,4483 Duncan Avenue,Saint Louis,Missouri,63110,Private,NFP,No
195,Barry University,www.barry.edu,"4-year, Private not-for-profit",8581.0,11300 NE 2nd Ave,Miami,Florida,33161-6695,Private,NFP,No
196,Barton College,WWW.BARTON.EDU,"4-year, Private not-for-profit",1155.0,200 ACC Drive NE,Wilson,North Carolina,27893-7000,Private,NFP,No
197,Bastyr University,www.bastyr.edu,"4-year, Private not-for-profit",988.0,14500 Juanita Drive NE,Kenmore,Washington,98028,Private,NFP,No
198,Bates College,www.bates.edu/,"4-year, Private not-for-profit",1776.0,2 Andrews Road,Lewiston,Maine,04240,Private,NFP,No
199,Bauder College,www.bauder.edu,"4-year, primarily associate's, Private for-profit",1472.0,"384 Northyards Blvd., Suite 190",Atlanta,Georgia,30313,Private,For-Profit,Yes
200,Bay Path College,www.baypath.edu,"4-year, Private not-for-profit",1784.0,588 Longmeadow Street,Longmeadow,Massachusetts,01106,Private,NFP,No
201,Bay State College,www.baystate.edu,"4-year, primarily associate's, Private for-profit",753.0,122 Commonwealth Avenue,Boston,Massachusetts,02116,Private,For-Profit,Yes
202,Bayamon Central University,www.ucb.edu.pr,"4-year, Private not-for-profit",2382.0,Avenida Zaya Verde La Milagrosa Barrio Hato Tejas,Bayamon,Puerto Rico,00959,Private,NFP,No
203,Baylor College of Medicine,www.bcm.edu,"4-year, Private not-for-profit",1385.0,One Baylor Plaza BCM 365,Houston,Texas,77030-3498,Private,NFP,No
204,Baylor University,www.baylor.edu,"4-year, Private not-for-profit",14541.0,500 Speight Ave.,Waco,Texas,76798,Private,NFP,No
205,Beacon College,www.beaconcollege.edu,"4-year, Private not-for-profit",122.0,105 E Main St,Leesburg,Florida,34748,Private,NFP,No
206,Beacon University,beacon.edu,"4-year, Private not-for-profit",133.0,6003 Veterans Parkway,Columbus,Georgia,31909-4663,Private,NFP,No
207,Becker College,www.becker.edu,"4-year, Private not-for-profit",1752.0,61 Sever St,Worcester,Massachusetts,01609-2165,Private,NFP,No
208,Beckfield College,www.beckfield.edu,"4-year, primarily associate's, Private for-profit",671.0,16 Spiral Drive,Florence,Kentucky,41042,Private,For-Profit,Yes
209,Beis Medrash Heichal Dovid,,"4-year, Private not-for-profit",124.0,257 Beach 17th St,Far Rockaway,New York,11691,Private,NFP,No
210,Belhaven College,www.belhaven.edu,"4-year, Private not-for-profit",2619.0,1500 Peachtree St,Jackson,Mississippi,39202,Private,NFP,No
211,Bellarmine University,www.bellarmine.edu,"4-year, Private not-for-profit",3040.0,2001 Newburg Rd,Louisville,Kentucky,40205-0671,Private,NFP,No
212,Bellevue College,bellevuecollege.edu/,"4-year, primarily associate's, Public",13035.0,3000 Landerholm Cir SE,Bellevue,Washington,98007-6484,Public,NFP,Yes
213,Bellevue University,BELLEVUE.EDU,"4-year, Private not-for-profit",8278.0,1000 Galvin Rd S,Bellevue,Nebraska,68005-3098,Private,NFP,No
214,Bellin College of Nursing,www.bcon.edu,"4-year, Private not-for-profit",294.0,725 S Webster Ave,Green Bay,Wisconsin,54305-3400,Private,NFP,No
215,Belmont Abbey College,www.belmontabbeycollege.edu,"4-year, Private not-for-profit",1497.0,100 Belmont-Mt Holly Road,Belmont,North Carolina,28012-1802,Private,NFP,No
216,Belmont University,www.belmont.edu,"4-year, Private not-for-profit",4991.0,1900 Belmont Blvd,Nashville,Tennessee,37212-3757,Private,NFP,No
217,Beloit College,www.beloit.edu,"4-year, Private not-for-profit",1388.0,700 College St,Beloit,Wisconsin,53511-5595,Private,NFP,No
218,Bemidji State University,www.bemidjistate.edu,"4-year, Public",4816.0,1500 Birchmont Dr,Bemidji,Minnesota,56601,Public,NFP,No
219,Benedict College,www.benedict.edu,"4-year, Private not-for-profit",2883.0,1600 Harden Street,Columbia,South Carolina,29204-1086,Private,NFP,No
220,Benedictine College,www.benedictine.edu,"4-year, Private not-for-profit",2012.0,1020 N 2nd St,Atchison,Kansas,66002-1499,Private,NFP,No
221,Benedictine University,www.ben.edu,"4-year, Private not-for-profit",5850.0,5700 College Rd,Lisle,Illinois,60532-0900,Private,NFP,No
222,Benjamin Franklin Institute of Technology,www.bfit.edu/,"4-year, primarily associate's, Private not-for-profit",536.0,41 Berkeley St,Boston,Massachusetts,02116,Private,NFP,Yes
223,Bennett College for Women,www.bennett.edu,"4-year, Private not-for-profit",689.0,900 E Washington St,Greensboro,North Carolina,27401-3239,Private,NFP,No
224,Bennington College,www.bennington.edu,"4-year, Private not-for-profit",759.0,One College Drive,Bennington,Vermont,05201-6003,Private,NFP,No
225,Bentley University,www.bentley.edu,"4-year, Private not-for-profit",5693.0,175 Forest St,Waltham,Massachusetts,02452-4705,Private,NFP,No
226,Berea College,www.berea.edu,"4-year, Private not-for-profit",1549.0,101 Chestnut Street,Berea,Kentucky,40404-2182,Private,NFP,No
227,Berkeley College,www.BerkeleyCollege.edu,"4-year, Private for-profit",3802.0,3 East 43 Street,New York,New York,10017,Private,For-Profit,No
228,Berkeley College,www.BerkeleyCollege.edu,"4-year, Private for-profit",3450.0,44 Rifle Camp Rd,West Paterson,New Jersey,07424,Private,For-Profit,No
229,Berkeley College - Westchester Campus,www.BerkeleyCollege.edu,"4-year, Private for-profit",,99 Church Street,White Plains,New York,10601,Private,For-Profit,No
230,Berklee College of Music,www.berklee.edu,"4-year, Private not-for-profit",4054.0,1140 Boylston St,Boston,Massachusetts,02215,Private,NFP,No
231,Berry College,www.berry.edu,"4-year, Private not-for-profit",1795.0,2277 Martha Berry Hwy NW,Mount Berry,Georgia,30149,Private,NFP,No
232,Beth Hamedrash Shaarei Yosher Institute,,"4-year, Private not-for-profit",62.0,4102 16th Ave,Brooklyn,New York,11204,Private,NFP,No
233,Beth Hatalmud Rabbinical College,,"4-year, Private not-for-profit",66.0,2127 82nd St,Brooklyn,New York,11214,Private,NFP,No
234,Beth Medrash Govoha,,"4-year, Private not-for-profit",5639.0,617 6th St,Lakewood,New Jersey,08701-2754,Private,NFP,No
235,Bethany College,www.bethanywv.edu,"4-year, Private not-for-profit",825.0,Bethany,,West Virginia,26032,Private,NFP,No
236,Bethany College,www.bethanylb.edu,"4-year, Private not-for-profit",587.0,335 e swensson st,Lindsborg,Kansas,67456-1897,Private,NFP,No
237,Bethany Lutheran College,www.blc.edu,"4-year, Private not-for-profit",615.0,700 Luther Dr,Mankato,Minnesota,56001,Private,NFP,No
238,Bethany Theological Seminary,WWW.BETHANYSEMINARY.EDU,"4-year, Private not-for-profit",55.0,615 National Rd W,Richmond,Indiana,47374-4019,Private,NFP,No
239,Bethany University,www.bethany.edu,"4-year, Private not-for-profit",516.0,800 Bethany Dr,Scotts Valley,California,95066-2898,Private,NFP,No
240,Bethel College,www.bethel-college.edu,"4-year, Private not-for-profit",2408.0,325 Cherry Ave,McKenzie,Tennessee,38201,Private,NFP,No
241,Bethel College,www.bethelks.edu,"4-year, Private not-for-profit",500.0,300 E 27th St,North Newton,Kansas,67117-0531,Private,NFP,No
242,Bethel College,www.bethelcollege.edu,"4-year, Private not-for-profit",2075.0,1001 W McKinley Ave,Mishawaka,Indiana,46545,Private,NFP,No
243,Bethel Seminary of the East,www.bethel.edu,"4-year, Private not-for-profit",115.0,"2325 Maryland Road, Suite 225",Willow Grove,Pennsylvania,19090,Private,NFP,No
244,Bethel Seminary San Diego,www.bethel.edu,"4-year, Private not-for-profit",213.0,6116 Arosa St,San Diego,California,92115,Private,NFP,No
245,Bethel Seminary-St. Paul,www.bethel.edu,"4-year, Private not-for-profit",776.0,3949 Bethel Dr,Saint Paul,Minnesota,55112,Private,NFP,No
246,Bethel University,www.bethel.edu,"4-year, Private not-for-profit",4332.0,3900 Bethel Dr,Saint Paul,Minnesota,55112-6902,Private,NFP,No
247,Bethesda Christian University,www.bcu.edu,"4-year, Private not-for-profit",299.0,730 N. Euclid St,Anaheim,California,92801,Private,NFP,No
248,Bethune-Cookman University,www.cookman.edu,"4-year, Private not-for-profit",3633.0,640 Dr Mary McLeod Bethune Blvd,Daytona Beach,Florida,32114-3099,Private,NFP,No
249,Beulah Heights University,www.beulah.org,"4-year, Private not-for-profit",825.0,892 Berne St SE,Atlanta,Georgia,30316,Private,NFP,No
250,Bexley Hall Episcopal Seminary,www.bexley.edu,"4-year, Private not-for-profit",18.0,583 Sheridan Avenue,Columbus,Ohio,43209-2325,Private,NFP,No
251,Biblical Theological Seminary,www.biblical.edu,"4-year, Private not-for-profit",218.0,200 N Main St,Hatfield,Pennsylvania,19440,Private,NFP,No
252,Biola University,www.biola.edu,"4-year, Private not-for-profit",5893.0,13800 Biola Ave,La Mirada,California,90639-0001,Private,NFP,No
253,Birmingham Southern College,www.bsc.edu,"4-year, Private not-for-profit",1458.0,900 Arkadelphia Road,Birmingham,Alabama,35254,Private,NFP,No
254,Birthingway College of Midwifery,www.birthingway.edu,"4-year, Private not-for-profit",83.0,12113 SE Foster Rd,Portland,Oregon,97266,Private,NFP,No
255,Bismarck State College,www.bismarckstate.edu,"4-year, primarily associate's, Public",3787.0,1500 Edwards Ave,Bismarck,North Dakota,58506-5587,Public,NFP,Yes
256,Black Hills State University,www.bhsu.edu,"4-year, Public",4016.0,1200 University St,Spearfish,South Dakota,57799-9500,Public,NFP,No
257,Blackburn College,www.blackburn.edu,"4-year, Private not-for-profit",636.0,700 College Ave,Carlinville,Illinois,62626,Private,NFP,No
258,Blessed John XXIII National Seminary,www.blessedjohnxxiii.edu,"4-year, Private not-for-profit",60.0,558 South Ave,Weston,Massachusetts,02493-2699,Private,NFP,No
259,Blessing Rieman College of Nursing,www.brcn.edu,"4-year, Private not-for-profit",209.0,Broadway at 11th Street,Quincy,Illinois,62305-7005,Private,NFP,No
260,Bloomfield College,www.bloomfield.edu,"4-year, Private not-for-profit",2029.0,467 Franklin St,Bloomfield,New Jersey,07003,Private,NFP,No
261,Bloomsburg University of Pennsylvania,www.bloomu.edu,"4-year, Public",8855.0,400 E Second St,Bloomsburg,Pennsylvania,17815,Public,NFP,No
262,Blue Mountain College,www.bmc.edu,"4-year, Private not-for-profit",470.0,201 W Main St,Blue Mountain,Mississippi,38610-9509,Private,NFP,No
263,Bluefield College,www.bluefield.edu,"4-year, Private not-for-profit",736.0,3000 College Dr,Bluefield,Virginia,24605,Private,NFP,No
264,Bluefield State College,www.bluefieldstate.edu,"4-year, Public",1868.0,219 Rock St,Bluefield,West Virginia,24701,Public,NFP,No
265,Bluffton University,www.bluffton.edu,"4-year, Private not-for-profit",1149.0,1 University Drive,Bluffton,Ohio,45817-2104,Private,NFP,No
266,Bob Jones University,www.bju.edu,"4-year, Private not-for-profit",4141.0,1700 Wade Hampton Boulavard,Greenville,South Carolina,29614-0001,Private,NFP,No
267,Boise Bible College,www.boisebible.edu,"4-year, primarily associate's, Private not-for-profit",170.0,8695 W Marigold St,Boise,Idaho,83714-1220,Private,NFP,Yes
268,Boise State University,www.boisestate.edu,"4-year, Public",19667.0,1910 University Dr,Boise,Idaho,83725,Public,NFP,No
269,Boricua College,boricuacollege.edu,"4-year, primarily associate's, Private not-for-profit",1052.0,3755 Broadway,New York,New York,10032-1560,Private,NFP,Yes
270,Boston Architectural College,www.the-bac.edu,"4-year, Private not-for-profit",1452.0,320 Newbury Street,Boston,Massachusetts,02115-2703,Private,NFP,No
271,Boston Baptist College,Boston.edu,"4-year, Private not-for-profit",121.0,950 Metropolitan Ave,Boston,Massachusetts,02136-4030,Private,NFP,No
272,Boston College,www.bc.edu,"4-year, Private not-for-profit",14836.0,140 Commonwealth Ave,Chestnut Hill,Massachusetts,02467,Private,NFP,No
273,Boston Graduate School of Psychoanalysis Inc,www.bgsp.edu,"4-year, Private not-for-profit",165.0,1581 Beacon St,Brookline,Massachusetts,02446,Private,NFP,No
274,Boston University,www.bu.edu,"4-year, Private not-for-profit",31766.0,One Silber Way,Boston,Massachusetts,02215,Private,NFP,No
275,Bowdoin College,www.bowdoin.edu,"4-year, Private not-for-profit",1723.0,5700 College Station - President's Office,Brunswick,Maine,04011-8448,Private,NFP,No
276,Bowie State University,www.bowiestate.edu,"4-year, Public",5483.0,14000 Jericho Park Rd,Bowie,Maryland,20715-9465,Public,NFP,No
277,Bowling Green State University-Firelands,www.firelands.bgsu.edu,"4-year, primarily associate's, Public",2354.0,One University Drive,Huron,Ohio,44839-9791,Public,NFP,Yes
278,Bowling Green State University-Main Campus,www.bgsu.edu,"4-year, Public",17874.0,220 McFall Ctr,Bowling Green,Ohio,43403,Public,NFP,No
279,Bradley University,www.bradley.edu,"4-year, Private not-for-profit",5873.0,1501 W Bradley Ave,Peoria,Illinois,61625-0001,Private,NFP,No
280,Brandeis University,www.brandeis.edu/,"4-year, Private not-for-profit",5327.0,415 South St,Waltham,Massachusetts,02454-9110,Private,NFP,No
281,Brazosport College,www.brazosport.edu,"4-year, primarily associate's, Public",3893.0,500 College Dr,Lake Jackson,Texas,77566-3199,Public,NFP,Yes
282,Brenau University,www.brenau.edu,"4-year, Private not-for-profit",2591.0,500 Washington Street SE,Gainesville,Georgia,30501-3668,Private,NFP,No
283,Brescia University,www.brescia.edu,"4-year, Private not-for-profit",622.0,717 Frederica St,Owensboro,Kentucky,42301-3023,Private,NFP,No
284,Brevard College,www.brevard.edu,"4-year, Private not-for-profit",650.0,One Brevard College Drive,Brevard,North Carolina,28712,Private,NFP,No
285,Brewton-Parker College,www.bpc.edu,"4-year, Private not-for-profit",1017.0,201 David-Eliza Fountain Circle,Mount Vernon,Georgia,30445,Private,NFP,No
286,Briar Cliff University,www.briarcliff.edu,"4-year, Private not-for-profit",1114.0,3303 Rebecca St,Sioux City,Iowa,51104,Private,NFP,No
287,Briarcliffe College,www.briarcliffe.edu,"4-year, primarily associate's, Private for-profit",1728.0,1055 Stewart Ave,Bethpage,New York,11714-3545,Private,For-Profit,Yes
288,Briarwood College,www.briarwood.edu,"4-year, primarily associate's, Private for-profit",702.0,2279 Mount Vernon Rd,Southington,Connecticut,06489-1057,Private,For-Profit,Yes
289,Bridgewater College,www.bridgewater.edu,"4-year, Private not-for-profit",1514.0,402 E College St,Bridgewater,Virginia,22812-1599,Private,NFP,No
290,Bridgewater State College,www.bridgew.edu,"4-year, Public",10269.0,131 Summer Street,Bridgewater,Massachusetts,02325,Public,NFP,No
291,Brigham Young University,www.byu.edu,"4-year, Private not-for-profit",34244.0,Main Campus,Provo,Utah,84602,Private,NFP,No
292,Brigham Young University-Hawaii,www.byuh.edu,"4-year, Private not-for-profit",2424.0,55-220 Kulanui Street,Laie,Hawaii,96762-1294,Private,NFP,No
293,Brigham Young University-Idaho,www.byui.edu,"4-year, Private not-for-profit",14276.0,525 S Center,Rexburg,Idaho,83460,Private,NFP,No
294,Brite Divinity School,www.brite.tcu.edu,"4-year, Private not-for-profit",241.0,2800 S. University Dr.,Forth Worth,Texas,76129,Private,NFP,No
295,Brooklyn Law School,www.brooklaw.edu,"4-year, Private not-for-profit",1490.0,250 Joralemon St,Brooklyn,New York,11201,Private,NFP,No
296,Brooks Institute,www.brooks.edu,"4-year, Private for-profit",1240.0,1321 Alameda Padre Serra,Santa Barbara,California,93108,Private,For-Profit,No
297,Brown College,www.browncollege.edu,"4-year, primarily associate's, Private for-profit",1416.0,1440 Northland Dr,Mendota Heights,Minnesota,55120-1004,Private,For-Profit,Yes
